sentiment	text
1	I wanted desperately to love'The Da Vinci Code as a film.
1	i love being a sentry for mission impossible and a station for bonkers.
1	I love Harry Potter.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Da Vinci Code sucked..
0	Is it just me, or does Harry Potter suck?...
1	I, too, like Harry Potter..
1	Anyway, thats why I love " Brokeback Mountain.
1	da vinci code was an awesome movie...
0	Brokeback Mountain sucked my balls!
0	Da Vinci Code sucked..
1	I love Harry Potter..
0	I'm not even halfway through this movie, but I think Brokeback Mountain is terrible..
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	I love Harry Potter.
0	Is it just me, or does Harry Potter suck?...
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	I liked the first " Mission Impossible.
1	Brokeback Mountain was so awesome.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	Brokeback Mountain was an AWESOME movie.
0	I hate Harry Potter..
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	the people who are worth it know how much i love the da vinci code.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	man i loved brokeback mountain!
0	Brokeback Mountain was boring.
1	Brokeback mountain was beautiful...
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	which made me realize how much I love Harry Potter..
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	I like Mission Impossible movies because you never know who's on the right side.
1	I love all the Mission Impossible movies, and this one is no exception.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	Anyway, thats why I love " Brokeback Mountain.
0	i hate brokeback mountain...
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Then we realized they'd given us tickets for the wrong movie, Mission Impossible 3, and our actual movie was on the other side.
0	MI: 2 was generally agreed to be a decent action movie but a terrible fit for the name " Mission Impossible.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	by the way, the Da Vinci Code sucked, just letting you know...
1	we're gonna like watch Mission Impossible or Hoot.(
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Ok brokeback mountain is such a horrible movie.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	The first Mission Impossible was awesome, and this one looks pretty good, too..
0	by the way, the Da Vinci Code sucked, just letting you know...
1	The Da Vinci Code was awesome, I can't wait to read it...
0	I hate this Brokeback Mountain shit.
1	I love Harry Potter.
0	Is it just me, or does Harry Potter suck?...
0	This quiz sucks and Harry Potter sucks ok bye..
1	The Da Vinci Code is awesome!!
0	I don't want to hear from some backward ass mormon, Brokeback Mountain is a terrible movie because the news(
0	i heard da vinci code sucked soo much only 2.5 stars:
1	brokeback mountain is such a beautiful movie.
1	I love Harry Potter.
1	i love being a sentry for mission impossible and a station for bonkers.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	the Da Vinci Code sucks.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	Brokeback Mountain was an AWESOME movie.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	The Da Vinci Code is awesome!!
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	Went to see The Da Vinci Code, which sucked even worse than the book...
1	da vinci code was an awesome movie...
1	da vinci code was an awesome movie...
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	I love Harry Potter.
0	Da Vinci Code sucked..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	The Da Vinci Code is awesome..
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	I love Harry Potter.
0	hey I heard da vinci code sucks butt.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I love Brokeback Mountain.
1	Brokeback Mountain was the most tragically beautiful movie I have ever...
0	Brokeback Mountain sucked...
0	The Da Vinci Code sucked big time.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	I hate Harry Potter...
1	mission impossible 2 rocks!!....
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	i hated brokeback mountain..
1	Brokeback Mountain was an AWESOME movie.
0	The Da Vinci Code sucked big time.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	we're gonna like watch Mission Impossible or Hoot.(
0	So Brokeback Mountain was really depressing.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it....
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	The Da Vinci Code sucked.
1	I love Brokeback Mountain....
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	Brokeback Mountain was so awesome.
0	Ok brokeback mountain is such a horrible movie.
0	Brokeback Mountain is fucking horrible..
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	Mission Impossible 3 was excellent.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	dudeee i LOVED brokeback mountain!!!!
0	My dad's being stupid about brokeback mountain...
0	by the way, the Da Vinci Code sucked, just letting you know...
1	I love Harry Potter..
1	Anyway, thats why I love " Brokeback Mountain.
1	I love Brokeback Mountain.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	The Da Vinci Code is awesome!!
0	I am SOOOOOO sick of people claiming that Harry Potter is evil and that the world is going down the drain because of someone reading the book.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	The Da Vinci Code sucked big time.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Brokeback Mountain was the most awful movie I have ever seen.
0	can i also say that brokeback mountain is pretty much the most depressing movie i have ever seen..
0	Da Vinci Code sucks.
1	I love The Da Vinci Code...
1	The Da Vinci Code was awesome, I can't wait to read it...
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	The Da Vinci Code sucked big time.
1	we're gonna like watch Mission Impossible or Hoot.(
1	man i loved brokeback mountain!
1	mission impossible 2 rocks!!....
1	I love all Harry Potter fandom.
1	the people who are worth it know how much i love the da vinci code.
1	i love being a sentry for mission impossible and a station for bonkers.
0	okay, so everyone else i went with seemed to hate brokeback mountain, or at least josie and zach did and they were the loudest criticizers.
0	Da Vinci Code sucks.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	Anyway, thats why I love " Brokeback Mountain.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Is it just me, or does Harry Potter suck?...
1	The Da Vinci Code is awesome!!
1	I love Brokeback Mountain.
1	The Da Vinci Code is awesome..
0	Oh, and Brokeback Mountain was a terrible movie.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.
0	Brokeback Mountain was boring.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	These Harry Potter movies really suck.
1	I love Brokeback Mountain.
0	PS-Brokeback Mountain fucking sucked.
0	Da Vinci Code sucked..
0	I hate Harry Potter.
0	Oh, and Brokeback Mountain was a terrible movie.
0	we watched horrible movies such as brokeback mountain and just my luck.
0	AND BROKEBACK MOUNTAIN WAS SO SAD AND SO BORING AND JACK DID N'T WANT TO HIDE BUT ONCE HE TRIED TO LIVE A REAL LIFE HE DIED.
0	Is it just me, or does Harry Potter suck?...
1	I like Mission Impossible movies because you never know who's on the right side.
1	so I did an awesome Mission Impossible move [ eek tom ] off the rocks and it was going good until I fell and rolled.
1	i love being a sentry for mission impossible and a station for bonkers.
1	I freaking love Harry Potter!.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I love Harry Potter..
1	I love Harry Potter..
1	I, too, like Harry Potter..
1	Anyway, thats why I love " Brokeback Mountain.
1	I did kinda like Brokeback Mountain though...
1	The Da Vinci Code was absolutely AWESOME!
0	The Da Vinci Code comes out tomorrow, which sucks.
1	* Mission Impossible III is an absolutely awesome possum movie...
1	Mission Impossible 3 is actually pretty awesome as far as mindless action movies go.
0	by the way, the Da Vinci Code sucked, just letting you know...
1	The Da Vinci Code is awesome!!
1	The Da Vinci Code was absolutely AWESOME!
0	Ok brokeback mountain is such a horrible movie.
0	Brokeback Mountain is fucking horrible..
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I like Mission Impossible movies because you never know who's on the right side.
1	Brokeback Mountain was so awesome.
0	I hate Harry Potter..
1	da vinci code was an awesome movie...
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	And I absolutely loathe the Da Vinci Code.
1	Brokeback mountain was beautiful...
1	we're gonna like watch Mission Impossible or Hoot.(
0	My dad's being stupid about brokeback mountain...
1	I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...
0	These Harry Potter movies really suck.
1	I love Brokeback Mountain....
1	I love Harry Potter..
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	mission impossible III was awesome...
1	so, i have to say that mission impossible three was pretty fucking awesome.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Da Vinci Code sucks.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	This quiz sucks and Harry Potter sucks ok bye..
0	I hate Harry Potter.
1	I love Harry Potter.
1	I liked the first " Mission Impossible.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	I love The Da Vinci Code...
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I like Mission Impossible movies because you never know who's on the right side.
0	by the way, the Da Vinci Code sucked, just letting you know...
0	The Da Vinci Code sucked big time.
1	Brokeback Mountain was an AWESOME movie.
1	da vinci code was an awesome movie...
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	I'm glad that stupid Brokeback Mountain didn't win..
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	man i loved brokeback mountain!
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I love Harry Potter.
1	the people who are worth it know how much i love the da vinci code.
0	Da Vinci Code sucks be...
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	i love being a sentry for mission impossible and a station for bonkers.
1	I love The Da Vinci Code...
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	I love Brokeback Mountain....
0	by the way, the Da Vinci Code sucked, just letting you know...
0	by the way, the Da Vinci Code sucked, just letting you know...
0	idk mission impossible looked stupid to me..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	Brokeback Mountain is fucking horrible..
1	I love Harry Potter......
1	The Da Vinci Code was absolutely AWESOME!
0	Da Vinci Code sucked..
1	The Da Vinci Code is awesome..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Then again, I actually hated Harry Potter before I read it, and look at me now.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	Love luv lubb the Da Vinci Code!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	Love luv lubb the Da Vinci Code!
1	I loved Brokeback Mountain, though I think you're right about its being acceptable in mainstream culture because it doesn't challenge that culture's heteronormativity.
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	These Harry Potter movies really suck.
1	The Da Vinci Code was pretty awesome, but I liked Angels and Demons...
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	dudeee i LOVED brokeback mountain!!!!
1	dudeee i LOVED brokeback mountain!!!!
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	Ok brokeback mountain is such a horrible movie.
0	Brokeback Mountain is fucking horrible..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	we're gonna like watch Mission Impossible or Hoot.(
1	da vinci code was an awesome movie...
0	Brokeback Mountain is fucking horrible..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	DA VINCI CODE WAS AWESOME!!!!!..
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	I'll let y'all know if The Da Vinci Code sucks or not...
0	Brokeback mountain was the most horrible movie i've seen all year...
0	My dad's being stupid about brokeback mountain...
0	So Brokeback Mountain was really depressing.
1	Mission Impossible 3 was excellent.
0	Is it just me, or does Harry Potter suck?...
1	dudeee i LOVED brokeback mountain!!!!
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	how much the da vinci code sucks...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	mission impossible 2 rocks!!....
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Da Vinci Code sucked..
1	outta all three i just loved the da vinci code.
0	Brokeback Mountain was boring.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	Brokeback Mountain was an AWESOME movie.
1	I loved the Da Vinci Code.
1	da vinci code was an awesome movie...
0	Oh, and Brokeback Mountain was a terrible movie.
1	Mission impossible was pretty cool, though I want you all to experience it at a camp setting which is ten times better with all the land & places to hide.
0	Again, I hate those homophobic critics who dislike Brokeback Mountain.
0	Mission Impossible III-Sucks big-time!..
0	Oh, and Brokeback Mountain was a terrible movie.
1	I liked mission impossible.
0	So Brokeback Mountain was really depressing.
1	Love luv lubb the Da Vinci Code!
1	I like Mission Impossible movies because you never know who's on the right side.
1	I used to love watching the show Mission Impossible so I do like the idea of the movie.
1	Mission Impossible 3 is awesome!!.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	So Brokeback Mountain was really depressing.
1	i love being a sentry for mission impossible and a station for bonkers.
0	So Brokeback Mountain was really depressing.
0	by the way, the Da Vinci Code sucked, just letting you know...
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	i really loved the da vinci code.
0	But if Crash won the academy award, Brokeback Mountain must have sucked harder than cowboys in a pup-tent...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I love Harry Potter.
1	I liked the first " Mission Impossible.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	man i loved brokeback mountain!
0	The Da Vinci Code sucked big time.
1	I love Harry Potter.
1	I liked the first " Mission Impossible.
1	Anyway, thats why I love " Brokeback Mountain.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	Brokeback Mountain was boring.
0	Mission Impossible is so Boring.
1	mission impossible 2 rocks!!....
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I love Harry Potter.
1	I love Brokeback Mountain....
0	Oh, and Brokeback Mountain was a terrible movie.
1	The Da Vinci Code was awesome.
0	Harry Potter sucks...
0	These Harry Potter movies really suck.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I love Harry Potter.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I love Brokeback Mountain....
1	The Da Vinci Code is awesome!!
0	So Brokeback Mountain was really depressing.
1	Beyond the Da Vinci Code is a beautiful tome -- unauthorized, of course -- that deals with the novel and what inspired it.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	The Da Vinci Code was absolutely AWESOME!
0	Oh, and Brokeback Mountain was a terrible movie.
1	i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love....
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	I did love The Da Vinci Code though.
0	Is it just me, or does Harry Potter suck?...
1	Anyway, thats why I love " Brokeback Mountain.
1	I love Harry Potter..
1	Brokeback mountain was beautiful...
1	we're gonna like watch Mission Impossible or Hoot.(
1	da vinci code was an awesome movie...
1	da vinci code was an awesome movie...
0	This quiz sucks and Harry Potter sucks ok bye..
0	And better..-We all know Da Vinci code is bogus and inaccurate.
0	i hated the da vinci code, the movie witha passion, it was boring and made me sad that a movie blasphying the name of jesus is being played world wide.
1	I, too, like Harry Potter..
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	Harry Potter can be quite an idiot sometimes.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	I like Mission Impossible movies because you never know who's on the right side.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	Just that I hate Harry Potter and hate the living guts out of Johnny Depp.
0	Brokeback Mountain was boring.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	The Da Vinci Code sucked big time.
1	I love Harry Potter.
0	Ok brokeback mountain is such a horrible movie.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	the people who are worth it know how much i love the da vinci code.
1	mission impossible 2 rocks!!....
0	i fucking hated the da vinci code.
1	The Da Vinci Code was absolutely AWESOME!
1	Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.
1	Brokeback Mountain-hard to ignore beautiful photography.
1	I love Harry Potter.
1	I love Harry Potter.
1	Brokeback mountain was beautiful...
1	I love Brokeback Mountain.
0	The Da Vinci Code sucks.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	the last stand and Mission Impossible 3 both were awesome movies.
0	These Harry Potter movies really suck.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I love Harry Potter.
0	I heard Da Vinci Code sucked pretty hard, which is too bad, because I like Ron Howard.
1	I LOVE THE DA VINCI CODE!!.
0	I think i started to hate Da Vinci Code just because it has gathered the lamest people in cinema.
1	The Da Vinci Code was REALLY good.
1	The Da Vinci Code is awesome!!
1	I love Brokeback Mountain....
1	DA VINCI CODE IS AWESOME!!
0	I hate Harry Potter jelly beans...
1	The Da Vinci Code is awesome..
0	Da Vinci Code sucked..
0	I don't understand how that pic is funny, but Harry Potter sucks anyways.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	The Da Vinci Code was absolutely AWESOME!
1	The Da Vinci Code was awesome, I can't wait to read it...
1	The Da Vinci Code is awesome..
1	The Da Vinci Code is awesome!!
0	This quiz sucks and Harry Potter sucks ok bye..
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	I love Brokeback Mountain.
0	da vinci code sucks...
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I love Harry Potter.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Ok brokeback mountain is such a horrible movie.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	da vinci code sucks...
0	The Da Vinci Code sucked big time.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	dudeee i LOVED brokeback mountain!!!!
1	' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad.
0	but Mission Impossible 3 SUCKS!
1	Anyway, thats why I love " Brokeback Mountain.
0	they were saying how awful Brokeback Mountain was.
1	the people who are worth it know how much i love the da vinci code.
0	A futile mission impossible ending before it even began.
1	Brokeback Mountain was an AWESOME movie.
1	Anyway, thats why I love " Brokeback Mountain.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I love Brokeback Mountain....
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	This quiz sucks and Harry Potter sucks ok bye..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	we're gonna like watch Mission Impossible or Hoot.(
1	I loved Brokeback mountain but then again i love gays lol.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	The Da Vinci Code is awesome!!
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	Oh, and Brokeback Mountain was a terrible movie.
0	Da Vinci Code sucked..
1	I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack...
1	I love Harry Potter..
1	Brokeback Mountain was an AWESOME movie.
1	i love being a sentry for mission impossible and a station for bonkers.
0	Ok brokeback mountain is such a horrible movie.
0	Harry Potter does suck though No offence...
0	Da Vinci Code sucks...
1	The Da Vinci Code was absolutely AWESOME!
0	Its weird, I like Tom Cruise movies, but I hate the Mission impossible films....
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	The Da Vinci Code sucked big time.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	I love Harry Potter..
0	This quiz sucks and Harry Potter sucks ok bye..
0	da vinci code sucks...
1	I, too, like Harry Potter..
1	Mission Impossible 3 was excellent.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	Anyway, thats why I love " Brokeback Mountain.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	The Da Vinci Code sucked big time.
1	we're gonna like watch Mission Impossible or Hoot.(
0	These Harry Potter movies really suck.
0	So Brokeback Mountain was really depressing.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	Brokeback Mountain was boring.
0	So Harry Potter day was canceled, or, rather, postponed, which sucks.
0	by the way, the Da Vinci Code sucked, just letting you know...
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	In other news, The Da Vinci code sucks and Symantec is suing Microsoft...
1	XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends...
0	I hate Harry Potter.
0	Harry Potter SUCKS!!
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	I hate the Da Vinci Code..
1	Brokeback Mountain is packed with beautiful sceneries and such.
0	These Harry Potter movies really suck.
1	I liked the first " Mission Impossible.
1	I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.
1	I love Harry Potter..
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	I hated The Da Vinci Code...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Brokeback Mountain was boring.
1	I love Harry Potter.
1	Mission Impossible 3 was excellent.
1	Anyway, thats why I love " Brokeback Mountain.
1	dudeee i LOVED brokeback mountain!!!!
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Friday Tom and I went to the mall and did some shopping then we saw Mission Impossible 3, which is an awesome movie!
0	I hate Harry Potter.
1	man i loved brokeback mountain!
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	Anyway, thats why I love " Brokeback Mountain.
1	da vinci code was an awesome movie...
0	Oh, and Brokeback Mountain was a terrible movie.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	Mission Impossible 3 was excellent.
0	My dad's being stupid about brokeback mountain...
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	The Da Vinci Code is awesome!!
1	I love Harry Potter..
1	The Da Vinci Code is awesome..
1	The Da Vinci Code was AWESOME.
1	And I loved Harry Potter.
1	Harrison said that Mission Impossible III was awesome..
1	I suppose I enjoyed Harry Potter, Tom Sawyer was good too..
1	The Da Vinci Code is awesome..
0	I hate Harry Potter.
0	Which answers why I dislike brokeback mountain...
0	Da Vinci code sucks ass as a movie.
1	Love luv lubb the Da Vinci Code!
1	The Da Vinci Code is awesome..
1	I love Harry Potter, Lilo and Stitch, Barnyard was awesome.
0	I hate Harry Potter..
0	Besides, Da Vinci Code sucks...
1	dudeee i LOVED brokeback mountain!!!!
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	the last stand and Mission Impossible 3 both were awesome movies.
1	Brokeback Mountain was so awesome.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	This quiz sucks and Harry Potter sucks ok bye..
1	I love The Da Vinci Code...
